,Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn
1247,22.0,29.0,4,Grocery,1,Married,5,0,8.0,296.74,No Churn
1250,9.0,35.0,2,Laptop & Accessory,3,Married,3,0,9.0,159.07,No Churn
1251,19.0,27.0,6,Fashion,5,Married,4,1,8.0,233.51,No Churn
1252,23.0,35.0,4,Grocery,3,Divorced,1,0,7.0,270.46,No Churn
1253,1.0,7.0,4,Mobile Phone,4,Married,3,0,5.0,163.16,No Churn
1254,22.0,7.0,3,Grocery,3,Single,5,0,0.0,253.79,No Churn
1255,4.0,9.0,3,Mobile,5,Married,2,1,3.0,130.65,No Churn
1257,13.0,8.0,3,Laptop & Accessory,4,Married,8,0,3.0,157.15,No Churn
1258,1.0,16.0,5,Mobile Phone,5,Divorced,5,0,3.0,169.0,Churn
1260,5.0,36.0,5,Laptop & Accessory,1,Married,3,0,8.0,179.68,No Churn
1261,15.0,16.0,3,Grocery,5,Divorced,1,0,9.0,267.99,No Churn
1262,6.0,17.0,4,Mobile Phone,3,Married,8,0,4.0,159.33,No Churn
1263,15.0,8.0,3,Grocery,3,Married,1,1,10.0,278.61,No Churn
1264,15.0,11.0,6,Laptop & Accessory,4,Married,8,0,3.0,189.3,No Churn
1265,3.0,9.0,5,Laptop & Accessory,4,Divorced,4,0,1.0,191.44,No Churn
1266,11.0,9.0,3,Mobile,3,Married,4,0,2.0,128.21,No Churn
1267,5.0,18.0,4,Laptop & Accessory,5,Married,3,1,2.0,193.33,No Churn
1268,3.0,13.0,4,Mobile Phone,5,Divorced,9,1,3.0,149.04,Churn
1269,10.0,24.0,5,Laptop & Accessory,4,Married,4,0,4.0,180.07,No Churn
1271,9.0,9.0,4,Laptop & Accessory,5,Married,4,0,1.0,175.93,No Churn
1274,29.0,9.0,5,Others,5,Married,10,0,1.0,315.38,No Churn
1277,18.0,19.0,1,Grocery,3,Single,7,1,8.0,236.95,Churn
1278,10.0,12.0,2,Laptop & Accessory,5,Married,5,1,7.0,159.74,No Churn
1279,8.0,16.0,3,Mobile Phone,1,Married,2,0,2.0,139.17,No Churn
1280,1.0,9.0,4,Mobile Phone,4,Single,3,0,1.0,138.93,Churn
1282,6.0,8.0,5,Mobile Phone,4,Married,2,0,3.0,147.69,No Churn
1283,1.0,27.0,4,Laptop & Accessory,3,Single,2,0,3.0,147.72,No Churn
1284,9.0,14.0,4,Fashion,5,Single,2,0,9.0,175.87,No Churn
1285,3.0,31.0,3,Laptop & Accessory,3,Married,8,1,2.0,147.36,No Churn
1287,30.0,6.0,3,Laptop & Accessory,3,Divorced,3,0,2.0,167.55,No Churn
1288,25.0,9.0,4,Fashion,3,Married,3,1,4.0,179.69,No Churn
1289,23.0,8.0,3,Grocery,5,Married,2,0,7.0,279.24,No Churn
1290,6.0,6.0,4,Laptop & Accessory,1,Single,1,0,4.0,169.49,No Churn
1292,13.0,10.0,5,Laptop & Accessory,3,Married,2,0,8.0,155.69,No Churn
1293,14.0,8.0,3,Grocery,5,Married,8,0,8.0,265.95,No Churn
1295,24.0,31.0,4,Grocery,3,Divorced,5,1,6.0,264.73,No Churn
1296,6.0,7.0,4,Laptop & Accessory,5,Married,6,0,3.0,165.87,No Churn
1298,1.0,12.0,4,Mobile Phone,3,Single,3,1,1.0,153.51,Churn
1299,6.0,21.0,3,Laptop & Accessory,1,Married,1,1,1.0,148.78,No Churn
1301,0.0,25.0,4,Mobile Phone,5,Married,2,0,7.0,140.66,No Churn
1302,1.0,22.0,4,Mobile Phone,1,Single,3,0,1.0,153.71,No Churn
1303,1.0,10.0,5,Mobile Phone,3,Single,3,0,1.0,157.3,No Churn
1304,26.0,7.0,5,Others,3,Divorced,2,0,10.0,324.99,No Churn
1306,28.0,27.0,4,Laptop & Accessory,3,Single,5,0,4.0,173.69,No Churn
1307,0.0,24.0,3,Laptop & Accessory,3,Divorced,1,1,2.0,146.14,Churn
1308,2.0,33.0,3,Laptop & Accessory,3,Married,5,0,1.0,143.35,No Churn
1309,6.0,20.0,5,Mobile Phone,4,Divorced,3,0,3.0,152.43,No Churn
1311,1.0,15.0,5,Mobile Phone,3,Single,3,1,3.0,164.89,Churn
1312,19.0,6.0,3,Fashion,5,Married,8,0,3.0,193.96,No Churn
1313,1.0,16.0,5,Mobile Phone,3,Married,2,1,1.0,158.88,Churn
1314,21.0,33.0,4,Others,3,Married,5,0,1.0,321.58,No Churn
1316,21.0,9.0,4,Laptop & Accessory,2,Married,7,0,5.0,175.7,No Churn
1317,7.0,14.0,1,Laptop & Accessory,3,Married,3,0,2.0,144.04,No Churn
1320,15.0,13.0,4,Fashion,1,Single,5,1,1.0,260.91,No Churn
1321,20.0,9.0,3,Grocery,3,Married,10,1,13.0,237.7,No Churn
1322,30.0,22.0,3,Laptop & Accessory,5,Single,9,0,2.0,154.05,No Churn
1323,6.0,34.0,3,Laptop & Accessory,3,Married,2,1,7.0,152.07,No Churn
1324,0.0,15.0,3,Mobile,3,Married,2,0,2.0,127.42,Churn
1325,8.0,8.0,5,Others,4,Single,3,1,11.0,288.24,Churn
1326,5.0,35.0,3,Mobile Phone,3,Single,10,0,7.0,140.25,No Churn
1328,1.0,8.0,6,Laptop & Accessory,4,Single,8,0,1.0,192.35,Churn
1329,8.0,7.0,5,Mobile Phone,1,Married,3,1,4.0,161.22,No Churn
1330,19.0,10.0,4,Others,4,Divorced,3,0,8.0,287.89,No Churn
1332,0.0,6.0,3,Mobile Phone,1,Married,10,1,2.0,147.87,Churn
1333,0.0,11.0,3,Mobile,1,Single,2,0,2.0,131.17,No Churn
1334,18.0,11.0,5,Laptop & Accessory,5,Single,2,1,4.0,157.69,No Churn
1335,15.0,29.0,3,Grocery,1,Single,3,0,0.0,259.92,No Churn
1336,1.0,22.0,1,Laptop & Accessory,5,Single,1,0,7.0,156.61,No Churn
1337,23.0,15.0,3,Others,3,Married,5,1,0.0,293.31,No Churn
1338,3.0,26.0,3,Laptop & Accessory,5,Divorced,1,0,2.0,199.57,No Churn
1339,14.0,12.0,3,Mobile Phone,5,Single,3,1,17.0,147.21,No Churn
1340,26.0,29.0,3,Grocery,2,Single,7,0,8.0,242.75,No Churn
1341,3.0,27.0,4,Mobile Phone,1,Married,3,0,11.0,163.12,No Churn
1342,8.0,22.0,3,Fashion,3,Divorced,5,1,0.0,176.32,No Churn
1344,31.0,7.0,6,Laptop & Accessory,3,Married,4,1,3.0,181.6,No Churn
1345,18.0,13.0,3,Fashion,5,Married,2,0,11.0,152.1,No Churn
1348,11.0,8.0,4,Fashion,3,Married,4,1,2.0,177.56,No Churn
1349,9.0,6.0,3,Laptop & Accessory,1,Single,5,0,0.0,166.53,No Churn
1350,10.0,22.0,4,Laptop & Accessory,3,Married,5,0,0.0,163.34,No Churn
1351,28.0,24.0,3,Grocery,4,Single,4,0,7.0,268.35,No Churn
1352,27.0,20.0,2,Laptop & Accessory,5,Married,3,0,4.0,169.5,No Churn
1353,0.0,15.0,3,Laptop & Accessory,5,Single,4,1,3.0,182.24,Churn
1354,19.0,11.0,4,Laptop & Accessory,5,Married,6,1,4.0,175.06,No Churn
1356,12.0,12.0,3,Fashion,4,Single,5,0,2.0,183.76,No Churn
1357,20.0,10.0,2,Grocery,5,Married,4,0,9.0,257.25,No Churn
1358,29.0,25.0,4,Grocery,4,Single,5,0,8.0,293.35,No Churn
1359,13.0,18.0,3,Laptop & Accessory,5,Married,3,0,7.0,144.48,No Churn
1360,1.0,11.0,5,Laptop & Accessory,5,Married,3,0,4.0,167.56,No Churn
1361,13.0,6.0,3,Laptop & Accessory,3,Single,4,1,0.0,147.28,Churn
1362,5.0,27.0,4,Laptop & Accessory,3,Married,3,0,3.0,166.97,No Churn
1363,23.0,17.0,3,Others,4,Single,4,0,4.0,299.26,No Churn
1364,0.0,6.0,4,Mobile,4,Single,2,0,0.0,128.36,No Churn
1365,20.0,9.0,4,Laptop & Accessory,2,Married,4,0,5.0,198.79,No Churn
1366,18.0,8.0,4,Mobile Phone,1,Single,8,1,3.0,149.36,No Churn
1367,12.0,15.0,3,Laptop & Accessory,4,Single,10,0,3.0,167.82,No Churn
1368,5.0,12.0,4,Mobile Phone,4,Married,3,0,3.0,152.89,No Churn
1369,7.0,8.0,4,Mobile Phone,5,Single,2,0,3.0,143.81,No Churn
1370,29.0,9.0,4,Fashion,4,Married,5,0,3.0,234.76,No Churn
1371,7.0,6.0,4,Laptop & Accessory,5,Single,1,0,9.0,153.43,No Churn
1372,4.0,34.0,4,Laptop & Accessory,1,Married,9,0,8.0,178.04,No Churn
1373,19.0,9.0,3,Grocery,3,Married,4,0,9.0,274.65,No Churn
1375,20.0,31.0,3,Fashion,3,Single,3,0,11.0,186.33,No Churn
1376,29.0,7.0,2,Grocery,2,Married,4,0,1.0,272.32,No Churn
1377,1.0,13.0,5,Mobile Phone,4,Married,3,0,4.0,148.68,No Churn
1378,7.0,7.0,5,Mobile Phone,3,Married,3,0,1.0,145.08,No Churn
1379,1.0,17.0,4,Grocery,5,Married,3,1,11.0,295.68,No Churn
1380,1.0,32.0,4,Mobile Phone,3,Married,3,0,8.0,154.42,No Churn
1382,5.0,9.0,6,Mobile Phone,2,Married,6,1,1.0,152.78,Churn
1383,1.0,22.0,4,Laptop & Accessory,3,Married,9,0,1.0,173.34,Churn
1384,25.0,13.0,3,Fashion,4,Single,8,0,0.0,204.45,No Churn
1385,18.0,34.0,4,Grocery,4,Single,2,0,6.0,267.04,No Churn
1386,20.0,10.0,4,Grocery,4,Divorced,10,0,2.0,291.06,No Churn
1387,11.0,28.0,3,Mobile Phone,5,Divorced,3,1,8.0,160.64,No Churn
1389,4.0,12.0,4,Mobile,3,Married,2,1,2.0,127.03,No Churn
1392,15.0,13.0,5,Laptop & Accessory,4,Single,8,1,3.0,185.32,No Churn
1393,17.0,6.0,3,Laptop & Accessory,5,Married,6,1,3.0,154.54,No Churn
1394,5.0,6.0,3,Laptop & Accessory,1,Married,2,1,8.0,161.62,No Churn
1395,0.0,6.0,5,Laptop & Accessory,4,Single,7,0,0.0,167.35,Churn
1397,10.0,15.0,5,Mobile Phone,5,Married,2,0,4.0,148.42,No Churn
1402,7.0,21.0,3,Laptop & Accessory,5,Single,2,0,6.0,161.25,No Churn
1405,16.0,17.0,4,Grocery,5,Married,2,0,10.0,292.99,No Churn
1406,12.0,8.0,4,Laptop & Accessory,2,Divorced,9,0,4.0,152.04,No Churn
1407,7.0,9.0,4,Laptop & Accessory,4,Single,10,0,8.0,176.47,No Churn
1408,6.0,9.0,5,Laptop & Accessory,5,Single,6,0,5.0,146.76,No Churn
1409,1.0,25.0,4,Mobile Phone,3,Married,2,0,3.0,152.74,No Churn
1410,31.0,28.0,4,Grocery,1,Married,6,1,1.0,303.75,No Churn
1411,0.0,14.0,3,Fashion,3,Single,2,0,7.0,187.26,No Churn
1412,14.0,6.0,4,Others,3,Divorced,2,0,10.0,291.89,No Churn
1414,0.0,16.0,3,Laptop & Accessory,1,Single,2,0,2.0,146.84,No Churn
1416,30.0,13.0,1,Laptop & Accessory,2,Married,1,1,9.0,152.2,No Churn
1419,7.0,17.0,4,Laptop & Accessory,3,Single,3,0,10.0,179.87,No Churn
1420,0.0,29.0,4,Fashion,5,Divorced,2,0,10.0,173.36,Churn
1422,3.0,7.0,5,Grocery,2,Married,5,0,8.0,286.24,No Churn
1424,8.0,22.0,3,Fashion,4,Divorced,1,0,9.0,180.2,No Churn
1425,5.0,10.0,4,Laptop & Accessory,3,Married,2,0,8.0,161.62,No Churn
1427,18.0,7.0,4,Mobile Phone,1,Married,6,1,3.0,156.95,No Churn
1428,11.0,9.0,3,Laptop & Accessory,1,Single,9,1,0.0,168.61,No Churn
1430,1.0,17.0,4,Mobile Phone,1,Married,2,0,2.0,146.45,No Churn
1431,7.0,24.0,5,Mobile Phone,3,Married,11,1,1.0,149.37,Churn
1435,1.0,10.0,5,Mobile Phone,3,Married,3,1,2.0,150.66,No Churn
1436,1.0,7.0,5,Laptop & Accessory,3,Single,3,0,3.0,171.17,No Churn
1437,9.0,15.0,1,Mobile,4,Married,2,0,2.0,128.1,No Churn
1443,14.0,35.0,6,Fashion,5,Married,5,0,2.0,234.32,No Churn
1444,26.0,10.0,5,Grocery,5,Divorced,3,0,17.0,293.56,No Churn
1445,19.0,7.0,4,Mobile Phone,1,Married,5,0,3.0,147.7,No Churn
1446,3.0,8.0,4,Laptop & Accessory,1,Single,6,1,0.0,168.77,No Churn
1447,24.0,35.0,4,Grocery,5,Divorced,6,1,3.0,293.8,No Churn
1451,0.0,20.0,4,Mobile Phone,4,Married,2,1,2.0,137.43,Churn
1452,0.0,23.0,3,Mobile,3,Married,1,1,0.0,127.41,Churn
1453,11.0,26.0,4,Fashion,4,Single,3,1,10.0,201.42,No Churn
1454,14.0,8.0,4,Mobile Phone,4,Married,5,0,4.0,148.87,No Churn
1455,10.0,25.0,4,Laptop & Accessory,1,Single,4,0,10.0,202.79,No Churn
1456,2.0,16.0,4,Laptop & Accessory,3,Single,10,0,4.0,158.69,No Churn
1457,10.0,16.0,3,Mobile Phone,4,Married,2,0,7.0,139.36,No Churn
1458,6.0,16.0,1,Fashion,3,Married,1,1,8.0,183.8,No Churn
1459,0.0,15.0,3,Laptop & Accessory,1,Single,2,0,7.0,141.05,No Churn
1460,9.0,34.0,4,Laptop & Accessory,3,Married,4,0,8.0,193.83,No Churn
1462,1.0,21.0,4,Fashion,2,Single,2,1,8.0,200.53,Churn
1463,6.0,11.0,4,Mobile,2,Divorced,2,0,2.0,129.11,No Churn
1464,2.0,13.0,3,Laptop & Accessory,2,Married,2,1,0.0,166.23,No Churn
1465,3.0,35.0,3,Fashion,4,Married,4,0,3.0,192.5,No Churn
1468,8.0,23.0,3,Laptop & Accessory,5,Divorced,4,1,7.0,189.66,No Churn
1469,10.0,10.0,4,Mobile Phone,1,Married,7,0,1.0,153.35,No Churn
1470,1.0,15.0,5,Mobile Phone,1,Married,8,0,3.0,146.8,Churn
1472,26.0,9.0,5,Others,3,Single,3,1,13.0,315.68,No Churn
1476,11.0,10.0,4,Laptop & Accessory,4,Single,5,0,2.0,166.07,No Churn
1477,3.0,6.0,4,Laptop & Accessory,1,Married,2,1,0.0,151.26,No Churn
1478,1.0,34.0,4,Fashion,2,Divorced,3,0,10.0,201.39,Churn
1479,0.0,16.0,4,Mobile Phone,3,Single,2,0,0.0,112.0,No Churn
1480,18.0,7.0,4,Mobile Phone,1,Single,8,1,3.0,149.36,No Churn
1481,7.0,29.0,4,Laptop & Accessory,4,Married,2,0,8.0,186.46,No Churn
1482,1.0,21.0,4,Mobile Phone,5,Divorced,3,1,9.0,147.35,No Churn
1483,5.0,27.0,4,Laptop & Accessory,3,Divorced,3,0,1.0,194.32,No Churn
1488,11.0,13.0,3,Laptop & Accessory,5,Married,6,1,8.0,184.74,No Churn
1489,15.0,8.0,5,Others,1,Married,2,0,9.0,298.45,Churn
1490,13.0,11.0,4,Fashion,5,Married,6,1,12.0,204.75,No Churn
1491,4.0,29.0,4,Laptop & Accessory,2,Divorced,1,0,8.0,155.82,No Churn
1494,7.0,13.0,4,Laptop & Accessory,2,Married,5,0,8.0,202.25,No Churn
1495,15.0,8.0,3,Others,3,Married,6,0,14.0,288.8,No Churn
1496,13.0,16.0,4,Laptop & Accessory,5,Married,3,0,10.0,176.51,No Churn
1497,9.0,9.0,1,Laptop & Accessory,5,Married,7,0,4.0,168.42,No Churn
1498,16.0,15.0,4,Others,1,Married,3,0,10.0,309.3,No Churn
1499,12.0,17.0,4,Laptop & Accessory,1,Married,3,0,10.0,178.43,No Churn
1501,0.0,10.0,4,Mobile,2,Divorced,1,0,4.0,131.62,No Churn
1502,5.0,19.0,4,Others,3,Divorced,3,0,9.0,320.45,Churn
1503,2.0,35.0,5,Laptop & Accessory,3,Married,9,0,6.0,163.84,No Churn
1504,15.0,35.0,5,Laptop & Accessory,1,Single,5,0,0.0,142.72,No Churn
1505,0.0,25.0,3,Mobile Phone,1,Married,4,0,2.0,136.69,No Churn
1508,8.0,8.0,5,Fashion,3,Married,3,1,7.0,195.83,No Churn
1509,14.0,19.0,4,Laptop & Accessory,5,Married,4,0,8.0,169.48,No Churn
1510,0.0,31.0,1,Mobile,1,Single,2,1,1.0,129.94,No Churn
1511,11.0,8.0,3,Laptop & Accessory,5,Married,4,0,7.0,168.93,No Churn
1512,9.0,11.0,5,Mobile Phone,1,Married,3,0,3.0,148.76,No Churn
1513,4.0,13.0,3,Laptop & Accessory,5,Married,2,0,12.0,143.06,No Churn
1516,1.0,15.0,6,Mobile Phone,3,Married,3,0,3.0,171.21,No Churn
1517,9.0,13.0,6,Laptop & Accessory,1,Single,3,0,9.0,191.46,No Churn
1521,14.0,16.0,5,Laptop & Accessory,2,Divorced,11,0,3.0,173.76,No Churn
1522,9.0,17.0,3,Fashion,1,Married,1,0,8.0,197.38,No Churn
1524,22.0,24.0,4,Others,3,Married,2,1,9.0,295.02,No Churn
1525,15.0,17.0,4,Laptop & Accessory,2,Single,9,0,11.0,187.3,No Churn
1526,19.0,11.0,3,Laptop & Accessory,4,Married,2,1,2.0,150.21,No Churn
1527,22.0,14.0,4,Laptop & Accessory,5,Married,6,0,3.0,179.86,No Churn
1528,2.0,8.0,6,Laptop & Accessory,1,Married,2,0,6.0,191.74,No Churn
1529,23.0,34.0,3,Grocery,5,Divorced,5,1,2.0,268.8,No Churn
1530,9.0,9.0,3,Laptop & Accessory,4,Single,4,1,1.0,192.78,No Churn
1531,11.0,13.0,4,Laptop & Accessory,2,Single,1,0,5.0,140.28,No Churn
1532,1.0,16.0,4,Laptop & Accessory,5,Single,2,1,4.0,207.24,Churn
1533,0.0,21.0,3,Fashion,3,Married,8,1,7.0,236.1,Churn
1534,7.0,7.0,3,Laptop & Accessory,1,Married,10,0,1.0,154.84,No Churn
1536,26.0,26.0,4,Mobile Phone,1,Married,2,0,3.0,167.58,No Churn
1537,10.0,17.0,5,Laptop & Accessory,3,Married,3,1,8.0,181.73,No Churn
1538,7.0,34.0,4,Laptop & Accessory,3,Married,2,0,7.0,167.12,No Churn
1539,13.0,22.0,4,Laptop & Accessory,3,Single,7,0,0.0,150.94,No Churn
1541,3.0,6.0,5,Mobile Phone,3,Divorced,4,0,2.0,138.33,No Churn
1542,23.0,6.0,3,Others,2,Married,4,0,6.0,295.17,No Churn
1543,2.0,7.0,5,Laptop & Accessory,1,Married,3,1,8.0,193.34,No Churn
1544,15.0,32.0,3,Fashion,5,Divorced,4,1,0.0,231.91000000000005,No Churn
1546,0.0,31.0,3,Mobile,1,Single,2,1,1.0,127.95,Churn
1549,1.0,16.0,4,Mobile Phone,5,Married,3,0,3.0,150.0,No Churn
1550,0.0,8.0,5,Laptop & Accessory,1,Single,4,0,0.0,150.71,No Churn
1553,15.0,17.0,6,Laptop & Accessory,4,Single,3,0,10.0,186.51,No Churn
1554,3.0,16.0,2,Mobile Phone,3,Married,8,0,1.0,149.51,No Churn
1556,16.0,16.0,5,Others,1,Single,10,0,2.0,321.13,No Churn
1559,4.0,16.0,3,Laptop & Accessory,1,Married,3,1,4.0,165.83,No Churn
1562,9.0,13.0,3,Mobile Phone,1,Single,3,0,1.0,146.78,No Churn
1564,17.0,16.0,4,Laptop & Accessory,3,Married,5,1,8.0,181.79,No Churn
1565,3.0,10.0,4,Mobile Phone,5,Single,3,1,6.0,172.23,No Churn
1567,2.0,14.0,4,Laptop & Accessory,2,Divorced,2,1,2.0,150.56,No Churn
1568,7.0,16.0,3,Mobile Phone,3,Married,2,1,0.0,138.15,No Churn
1571,7.0,9.0,3,Laptop & Accessory,2,Single,1,0,4.0,177.56,No Churn
1572,10.0,8.0,5,Laptop & Accessory,3,Married,2,0,3.0,168.74,No Churn
1574,18.0,6.0,2,Others,2,Divorced,1,0,7.0,292.02,No Churn
1577,18.0,7.0,4,Laptop & Accessory,1,Married,6,1,3.0,182.43,No Churn
1578,0.0,11.0,3,Mobile,3,Single,2,1,2.0,134.41,Churn
1579,13.0,13.0,4,Fashion,4,Single,6,0,3.0,208.76,No Churn
1580,4.0,23.0,4,Laptop & Accessory,3,Divorced,10,0,3.0,178.01,No Churn
1583,3.0,17.0,4,Mobile Phone,4,Married,3,0,3.0,147.97,No Churn
1584,1.0,28.0,2,Mobile Phone,1,Single,3,0,3.0,151.78,No Churn
1585,15.0,9.0,4,Grocery,4,Single,3,0,5.0,285.15,No Churn
1586,30.0,30.0,4,Grocery,4,Married,6,1,10.0,259.02,No Churn
1587,21.0,23.0,2,Laptop & Accessory,3,Married,3,1,8.0,175.67,No Churn
1590,13.0,19.0,4,Laptop & Accessory,4,Married,6,0,1.0,177.95,No Churn
1591,10.0,11.0,3,Laptop & Accessory,2,Married,8,0,4.0,163.47,No Churn
1592,14.0,25.0,3,Laptop & Accessory,5,Married,3,0,0.0,130.72,No Churn
1594,0.0,14.0,2,Laptop & Accessory,4,Divorced,1,0,2.0,148.51,No Churn
1596,1.0,10.0,4,Mobile Phone,5,Single,7,1,5.0,151.57,Churn
1597,19.0,8.0,3,Laptop & Accessory,2,Married,3,0,4.0,173.79,No Churn
1598,19.0,24.0,3,Fashion,3,Married,6,0,2.0,205.27,No Churn
1599,1.0,14.0,4,Mobile Phone,1,Married,3,1,3.0,147.75,Churn
1601,23.0,12.0,4,Laptop & Accessory,3,Married,4,0,3.0,191.51,No Churn
1602,18.0,24.0,6,Mobile Phone,3,Single,4,0,1.0,147.9,No Churn
1603,4.0,29.0,5,Laptop & Accessory,3,Married,4,1,1.0,188.8,Churn
1604,18.0,26.0,5,Fashion,5,Married,3,1,7.0,208.51,No Churn
1605,16.0,25.0,4,Laptop & Accessory,5,Married,8,1,3.0,179.1,No Churn
1606,17.0,15.0,4,Laptop & Accessory,4,Married,6,0,1.0,172.65,No Churn
1607,1.0,7.0,4,Mobile Phone,4,Single,3,0,2.0,145.96,No Churn
1609,19.0,8.0,3,Fashion,1,Married,4,0,7.0,185.78,No Churn
1612,1.0,9.0,5,Mobile Phone,3,Single,3,0,3.0,145.44,Churn
1613,25.0,5.0,3,Fashion,4,Single,8,0,0.0,204.45,No Churn
1615,12.0,27.0,4,Laptop & Accessory,1,Married,4,1,4.0,161.2,No Churn
1616,19.0,13.0,4,Fashion,5,Married,6,1,1.0,257.45,No Churn
1618,14.0,21.0,4,Laptop & Accessory,5,Married,3,0,3.0,171.39,No Churn
1620,17.0,26.0,3,Mobile,4,Single,2,0,3.0,134.2,No Churn
1624,12.0,22.0,5,Fashion,1,Married,2,1,10.0,240.1,No Churn
1626,7.0,10.0,4,Mobile Phone,4,Married,5,1,4.0,147.77,No Churn
1628,5.0,7.0,4,Laptop & Accessory,5,Divorced,3,0,4.0,166.48,No Churn
1629,5.0,7.0,4,Laptop & Accessory,2,Single,10,1,6.0,184.93,Churn
1630,6.0,10.0,4,Mobile Phone,4,Married,9,0,2.0,138.38,No Churn
1631,29.0,9.0,4,Grocery,1,Single,4,1,3.0,291.59,No Churn
1633,0.0,6.0,4,Mobile Phone,5,Married,2,0,3.0,139.55,No Churn
1635,19.0,14.0,4,Laptop & Accessory,5,Married,9,1,7.0,146.15,No Churn
1637,11.0,16.0,3,Mobile,3,Divorced,1,0,2.0,126.84,No Churn
1640,10.0,8.0,4,Laptop & Accessory,1,Married,6,0,0.0,151.63,No Churn
1641,13.0,13.0,2,Fashion,3,Married,4,0,7.0,207.37,No Churn
1642,1.0,25.0,4,Mobile Phone,2,Single,3,0,1.0,151.93,Churn
1643,2.0,9.0,3,Mobile Phone,5,Single,2,1,5.0,147.23,No Churn
1645,14.0,33.0,5,Laptop & Accessory,1,Married,5,1,1.0,169.22,No Churn
1646,3.0,27.0,4,Laptop & Accessory,1,Married,4,0,3.0,194.31,No Churn
1647,19.0,15.0,4,Laptop & Accessory,1,Married,11,0,9.0,161.97,No Churn
1648,26.0,7.0,4,Grocery,2,Divorced,4,0,9.0,295.99,No Churn
1651,19.0,20.0,3,Mobile Phone,4,Married,10,1,3.0,149.63,Churn
1652,27.0,9.0,5,Fashion,4,Married,4,0,13.0,200.25,No Churn
1653,3.0,15.0,3,Laptop & Accessory,5,Married,2,0,10.0,130.72,No Churn
1654,0.0,10.0,4,Mobile Phone,3,Single,6,0,2.0,138.94,Churn
1655,22.0,11.0,3,Laptop & Accessory,3,Divorced,3,0,2.0,166.51,No Churn
1657,0.0,8.0,3,Mobile,3,Single,3,0,0.0,134.85,Churn
1661,1.0,11.0,5,Mobile Phone,3,Single,7,0,3.0,163.94,Churn
1662,1.0,9.0,4,Mobile Phone,5,Divorced,9,0,8.0,152.07,Churn
1663,1.0,11.0,5,Laptop & Accessory,1,Single,3,1,4.0,169.87,No Churn
1665,8.0,10.0,4,Mobile Phone,2,Divorced,2,0,3.0,162.37,No Churn
1666,19.0,24.0,3,Fashion,3,Divorced,6,0,2.0,205.27,No Churn
1667,1.0,24.0,5,Mobile Phone,1,Married,7,0,4.0,148.67,Churn
1670,7.0,17.0,5,Laptop & Accessory,1,Single,5,0,2.0,171.82,No Churn
1672,14.0,11.0,5,Fashion,1,Married,9,0,12.0,233.55,No Churn
1673,28.0,26.0,4,Laptop & Accessory,5,Married,11,1,5.0,179.85,No Churn
1674,9.0,16.0,4,Laptop & Accessory,3,Married,2,1,7.0,156.73,No Churn
1675,1.0,13.0,3,Laptop & Accessory,5,Single,1,0,3.0,148.98,No Churn
1676,10.0,10.0,5,Fashion,1,Married,2,0,5.0,201.44,No Churn
1678,30.0,16.0,4,Mobile Phone,3,Married,4,0,4.0,154.42,No Churn
1679,4.0,17.0,5,Laptop & Accessory,3,Married,3,0,5.0,190.78,No Churn
1680,15.0,9.0,1,Laptop & Accessory,2,Divorced,3,1,3.0,152.31,No Churn
1681,28.0,8.0,3,Grocery,1,Single,3,1,2.0,266.59,No Churn
1682,1.0,13.0,6,Mobile Phone,3,Married,2,0,1.0,148.51,Churn
1689,15.0,19.0,1,Laptop & Accessory,5,Married,6,0,0.0,155.38,No Churn
1690,1.0,9.0,4,Mobile Phone,3,Single,4,0,1.0,159.85,Churn
1692,9.0,25.0,4,Laptop & Accessory,3,Married,3,0,1.0,171.01,No Churn
1693,7.0,35.0,4,Laptop & Accessory,3,Married,3,1,8.0,177.07,No Churn
1695,7.0,10.0,3,Laptop & Accessory,3,Divorced,10,0,2.0,165.38,No Churn
1697,20.0,7.0,5,Fashion,5,Married,4,1,6.0,231.73,No Churn
1698,3.0,13.0,4,Mobile Phone,2,Divorced,3,0,9.0,156.31,No Churn
1699,1.0,8.0,4,Mobile Phone,3,Married,5,0,3.0,154.09,Churn
1700,1.0,10.0,4,Mobile Phone,1,Married,3,0,1.0,145.61,No Churn
1703,11.0,12.0,2,Mobile Phone,3,Single,2,0,4.0,160.0,No Churn
1705,20.0,9.0,4,Others,1,Married,9,1,3.0,318.28,No Churn
1706,25.0,35.0,3,Mobile,1,Married,3,0,0.0,134.82,No Churn
1707,0.0,10.0,4,Laptop & Accessory,5,Married,2,0,3.0,142.56,No Churn
1708,14.0,10.0,5,Laptop & Accessory,4,Married,7,0,2.0,164.3,No Churn
1709,1.0,15.0,2,Mobile Phone,3,Married,9,0,3.0,160.17,No Churn
1710,19.0,9.0,4,Laptop & Accessory,1,Single,6,0,4.0,176.6,Churn
1711,31.0,23.0,4,Laptop & Accessory,5,Single,10,0,3.0,179.05,No Churn
1712,8.0,9.0,4,Mobile Phone,3,Married,8,0,3.0,147.31,No Churn
1713,7.0,6.0,1,Laptop & Accessory,2,Married,1,0,9.0,197.25,No Churn
1714,1.0,11.0,3,Mobile Phone,5,Divorced,4,0,3.0,153.19,No Churn
1715,8.0,6.0,4,Mobile,3,Single,2,0,4.0,128.59,No Churn
